Crop_Type,Soil_Type,Nitrogen_N,Phosphorus_P,Potassium_K,pH_Level,Temperature_C,Humidity_%,Soil_Moisture_%,Rainfall_mm,Fertilizer_Recommendation,Irrigation_Method,Water_Requirement_mm
Coconut,Red,113,72,128,6.9,16,84,85,103,Organic Compost / General,Basin,0.0
Coffee,Red,94,30,64,6.0,33,48,84,141,Organic Compost / General,Sprinkler,0.0
Mango,Loamy,76,30,55,6.0,37,90,78,249,MOP,Drip,0.0
Banana,Clay,108,81,197,6.5,22,66,81,141,Urea,Drip,0.0
Pigeonpeas,Loamy,0,38,14,6.9,30,55,86,152,Ammonium Sulphate,Drip,0.0
Apple,Clay Loam,104,41,138,6.0,24,90,28,78,Organic Compost / General,Drip,0.0
Cotton,Black,60,38,50,7.5,37,38,90,115,Urea,Drip,0.0
Mothbeans,Sandy,45,38,0,7.6,29,62,37,209,Organic Compost / General,Drip,0.0
Cotton,Black,96,43,75,5.8,31,70,25,183,Organic Compost / General,Drip,0.0
Banana,Clay,135,37,187,7.2,17,61,72,10,DAP,Drip,0.0
Cotton,Black,74,15,46,5.6,31,57,59,197,DAP,Drip,0.0
Apple,Clay Loam,104,19,112,6.3,21,79,52,19,DAP,Drip,12.0
Mothbeans,Sandy,0,5,19,6.1,21,33,76,104,DAP,Drip,0.0
Apple,Clay Loam,105,50,91,5.3,26,67,49,74,Organic Compost / General,Drip,0.0
Rice,Clay,90,18,33,6.9,35,31,83,152,DAP,Flood,0.0
Grapes,Sandy Loam,69,49,126,6.2,19,49,75,31,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,13,57,24,6.6,36,83,60,7,Organic Compost / General,Sprinkler,0.0
Mothbeans,Sandy,0,25,13,8.4,30,53,57,27,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,77,12,63,7.1,38,55,70,5,DAP,Drip,0.0
Pigeonpeas,Loamy,34,43,0,7.0,15,52,71,3,Organic Compost / General,Drip,0.0
Chickpea,Loamy,0,21,12,6.0,28,45,67,163,DAP,Sprinkler,0.0
Apple,Clay Loam,84,35,110,5.6,20,66,51,185,Organic Compost / General,Drip,0.0
Watermelon,Sandy,48,35,56,7.0,35,37,77,234,MOP,Drip,0.0
Blackgram,Loamy,43,28,61,6.5,18,84,76,192,SSP,Furrow,0.0
Watermelon,Sandy,62,15,63,7.3,18,45,66,66,DAP,Drip,0.0
Cotton,Black,73,49,67,5.9,31,81,57,145,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,6,24,0,8.1,15,54,51,53,Organic Compost / General,Drip,0.0
Banana,Clay,114,65,171,7.5,27,31,61,97,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,67,31,156,5.8,19,46,56,85,SSP,Drip,0.0
Maize,Sandy Loam,85,71,28,5.5,25,55,66,59,Organic Compost / General,Furrow,0.0
Orange,Black,67,25,109,7.4,22,39,26,72,Ammonium Sulphate,Drip,0.0
Mango,Loamy,54,54,66,5.0,16,76,52,133,Urea,Drip,0.0
Lentil,Loamy,4,49,2,5.7,20,51,52,174,Organic Compost / General,Sprinkler,0.0
Coffee,Red,68,36,81,6.8,24,61,74,207,Organic Compost / General,Sprinkler,0.0
Watermelon,Sandy,63,55,54,6.8,18,48,75,137,MOP,Drip,0.0
Maize,Sandy Loam,88,54,40,6.1,28,68,24,179,Organic Compost / General,Furrow,0.0
Mango,Loamy,82,32,65,5.3,15,88,75,163,MOP,Drip,0.0
Kidneybeans,Sandy Loam,23,16,12,5.8,27,77,81,216,DAP,Sprinkler,0.0
Cotton,Black,56,44,27,7.2,24,54,95,53,Urea,Drip,0.0
Chickpea,Loamy,26,64,26,6.8,15,78,72,34,Organic Compost / General,Sprinkler,0.0
Blackgram,Loamy,33,41,29,7.4,29,32,81,154,Organic Compost / General,Furrow,0.0
Rice,Clay,92,54,85,5.5,16,57,88,3,Organic Compost / General,Flood,0.0
Maize,Sandy Loam,103,32,37,6.8,26,53,62,2,SSP,Furrow,0.0
Pigeonpeas,Loamy,8,69,0,6.3,19,53,58,151,Organic Compost / General,Drip,0.0
Papaya,Loamy,109,59,102,6.9,29,36,52,18,Organic Compost / General,Drip,12.0
Orange,Black,45,32,116,7.6,30,88,21,195,Urea,Drip,0.0
Orange,Black,98,29,94,7.7,36,73,94,248,SSP,Drip,0.0
Coffee,Red,109,28,56,6.0,18,81,86,45,Organic Compost / General,Sprinkler,0.0
Jute,Clay,55,13,43,6.6,36,77,78,204,Ammonium Sulphate,Flood,0.0
Mungbean,Sandy Loam,0,41,0,6.0,21,88,81,222,MOP,Sprinkler,0.0
Grapes,Sandy Loam,54,46,125,6.5,36,76,87,169,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,51,72,99,6.6,36,83,93,241,Organic Compost / General,Drip,0.0
Chickpea,Loamy,0,27,29,7.4,24,70,46,203,DAP,Sprinkler,0.0
Coffee,Red,74,37,49,6.6,35,64,92,108,MOP,Sprinkler,0.0
Watermelon,Sandy,46,52,73,6.7,19,57,36,67,Organic Compost / General,Drip,0.0
Lentil,Loamy,0,22,35,6.3,37,52,67,124,Ammonium Sulphate,Sprinkler,0.0
Muskmelon,Sandy Loam,58,46,75,6.2,30,36,60,9,Organic Compost / General,Drip,0.0
Papaya,Loamy,90,25,48,6.1,23,62,28,43,DAP,Drip,13.6
Pigeonpeas,Loamy,0,52,81,7.0,17,47,72,122,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,79,27,102,6.9,18,77,46,121,SSP,Drip,0.0
Muskmelon,Sandy Loam,44,44,89,6.1,25,47,51,91,Urea,Drip,0.0
Chickpea,Loamy,0,54,51,5.7,33,77,91,35,Organic Compost / General,Sprinkler,0.0
Cotton,Black,79,27,47,7.4,34,42,71,35,Ammonium Sulphate,Drip,0.0
Banana,Clay,123,56,199,8.0,34,63,73,112,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,62,61,163,6.1,24,52,63,122,Organic Compost / General,Drip,0.0
Mango,Loamy,110,49,99,5.1,34,42,49,98,Organic Compost / General,Drip,0.0
Rice,Clay,74,40,43,7.5,26,49,39,5,Organic Compost / General,Flood,69.0
Pomegranate,Sandy,50,48,79,7.2,38,70,73,215,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,1,23,30,6.4,36,36,78,3,Ammonium Sulphate,Sprinkler,0.0
Mango,Loamy,30,52,63,5.1,30,68,80,25,Urea,Drip,0.0
Banana,Clay,128,57,203,7.2,34,51,80,139,Organic Compost / General,Drip,0.0
Blackgram,Loamy,17,58,30,5.6,15,83,36,193,Organic Compost / General,Furrow,0.0
Pomegranate,Sandy,66,43,64,6.6,31,88,51,62,MOP,Drip,0.0
Grapes,Sandy Loam,47,56,114,7.5,17,87,20,208,MOP,Drip,0.0
Coconut,Red,89,2,128,5.8,36,36,70,67,NPK 10-26-26,Basin,0.0
Banana,Clay,112,55,193,6.9,35,74,88,16,Organic Compost / General,Drip,0.0
Lentil,Loamy,0,52,18,6.2,32,37,79,40,Organic Compost / General,Sprinkler,0.0
Blackgram,Loamy,0,46,54,6.1,29,31,40,170,Organic Compost / General,Furrow,0.0
Apple,Clay Loam,55,34,101,7.0,38,86,38,177,Urea,Drip,0.0
Watermelon,Sandy,55,30,123,6.4,22,54,81,48,Organic Compost / General,Drip,0.0
Coffee,Red,95,48,81,5.4,15,87,64,80,Organic Compost / General,Sprinkler,0.0
Coffee,Red,82,0,79,6.5,32,50,34,210,DAP,Sprinkler,0.0
Lentil,Loamy,64,63,0,6.9,16,48,60,215,Organic Compost / General,Sprinkler,0.0
Lentil,Loamy,24,48,0,5.8,24,34,47,205,Organic Compost / General,Sprinkler,0.0
Lentil,Loamy,3,6,6,6.6,26,73,55,104,DAP,Sprinkler,0.0
Papaya,Loamy,88,35,47,6.9,29,87,51,36,MOP,Drip,0.0
Kidneybeans,Sandy Loam,4,68,18,6.5,33,35,93,198,Organic Compost / General,Sprinkler,0.0
Blackgram,Loamy,6,14,55,6.8,37,90,80,145,DAP,Furrow,0.0
Kidneybeans,Sandy Loam,25,41,8,5.8,27,85,23,158,MOP,Sprinkler,0.0
Orange,Black,70,25,119,7.1,26,82,74,70,Ammonium Sulphate,Drip,0.0
Jute,Clay,58,39,30,6.9,33,68,55,237,Organic Compost / General,Flood,0.0
Jute,Clay,75,35,33,7.1,24,86,44,99,Organic Compost / General,Flood,0.0
Rice,Clay,76,63,49,6.6,20,75,45,93,Organic Compost / General,Flood,0.0
Apple,Clay Loam,102,21,116,7.0,15,40,60,223,SSP,Drip,0.0
Mango,Loamy,81,34,106,5.7,30,69,33,223,Organic Compost / General,Drip,0.0
Watermelon,Sandy,64,10,53,7.1,28,31,53,49,DAP,Drip,0.0
Papaya,Loamy,40,39,83,6.4,19,47,68,194,Urea,Drip,0.0
Maize,Sandy Loam,91,52,49,6.9,21,57,25,121,Organic Compost / General,Furrow,0.0
Banana,Clay,132,62,170,6.3,21,46,73,187,Organic Compost / General,Drip,0.0
Jute,Clay,56,53,0,6.4,16,36,90,128,MOP,Flood,0.0
Kidneybeans,Sandy Loam,0,45,44,6.7,23,54,68,30,Organic Compost / General,Sprinkler,0.0
Pomegranate,Sandy,55,39,102,7.6,15,69,62,242,Organic Compost / General,Drip,0.0
Papaya,Loamy,31,68,39,7.0,22,89,89,14,Urea,Drip,0.0
Lentil,Loamy,14,51,0,5.8,23,76,57,226,Organic Compost / General,Sprinkler,0.0
Grapes,Sandy Loam,49,37,126,7.6,35,36,57,203,NPK 10-26-26,Drip,0.0
Blackgram,Loamy,23,38,21,7.6,35,49,76,202,Organic Compost / General,Furrow,0.0
Lentil,Loamy,0,37,35,7.0,15,84,73,21,Organic Compost / General,Sprinkler,0.0
Banana,Clay,152,45,177,5.9,27,50,34,54,SSP,Drip,10.8
Muskmelon,Sandy Loam,81,1,76,6.9,21,46,47,161,DAP,Drip,0.0
Mungbean,Sandy Loam,0,36,12,6.9,16,61,50,80,Organic Compost / General,Sprinkler,0.0
Mothbeans,Sandy,0,25,44,7.9,35,42,80,173,Organic Compost / General,Drip,0.0
Banana,Clay,114,29,191,6.5,33,73,35,98,DAP,Drip,0.0
Pigeonpeas,Loamy,0,45,31,5.6,32,82,78,73,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,40,24,37,7.1,38,42,74,177,SSP,Sprinkler,0.0
Kidneybeans,Sandy Loam,0,28,47,6.3,29,56,89,64,Ammonium Sulphate,Sprinkler,0.0
Lentil,Loamy,30,34,21,6.2,15,38,43,48,Organic Compost / General,Sprinkler,0.0
Mungbean,Sandy Loam,0,31,14,6.1,19,42,57,213,Organic Compost / General,Sprinkler,0.0
Coconut,Red,116,23,158,5.5,24,79,95,134,SSP,Basin,0.0
Kidneybeans,Sandy Loam,6,54,5,6.2,29,84,45,217,MOP,Sprinkler,0.0
Kidneybeans,Sandy Loam,9,59,30,6.4,33,70,92,222,Organic Compost / General,Sprinkler,0.0
Jute,Clay,86,14,62,7.2,16,67,64,149,SSP,Flood,0.0
Maize,Sandy Loam,121,47,55,5.6,28,54,89,200,Organic Compost / General,Furrow,0.0
Cotton,Black,100,39,73,5.9,36,49,92,235,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,25,43,0,5.9,31,34,94,120,MOP,Sprinkler,0.0
Coconut,Red,102,39,137,5.4,22,87,56,217,Organic Compost / General,Basin,0.0
Mango,Loamy,82,25,122,6.9,28,53,63,177,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,49,35,154,7.0,23,31,76,246,Ammonium Sulphate,Drip,0.0
Maize,Sandy Loam,78,54,17,6.5,30,58,83,226,Urea,Furrow,0.0
Jute,Clay,69,26,7,6.4,18,32,51,219,MOP,Flood,0.0
Grapes,Sandy Loam,84,52,158,6.5,15,38,40,21,Organic Compost / General,Drip,5.7
Banana,Clay,147,72,203,6.4,37,49,48,44,Organic Compost / General,Drip,0.0
Banana,Clay,139,46,146,6.3,34,41,35,209,MOP,Drip,0.0
Papaya,Loamy,57,60,48,5.8,27,42,37,160,Urea,Drip,0.0
Banana,Clay,120,59,183,6.9,17,84,28,169,Organic Compost / General,Drip,0.0
Blackgram,Loamy,23,31,0,6.1,28,42,92,219,Organic Compost / General,Furrow,0.0
Grapes,Sandy Loam,67,31,140,7.5,23,45,87,220,SSP,Drip,0.0
Rice,Clay,101,32,44,5.5,27,71,33,146,Organic Compost / General,Flood,0.0
Watermelon,Sandy,72,19,98,5.6,17,39,29,31,DAP,Drip,6.7
Mothbeans,Sandy,9,37,0,8.1,26,71,77,169,Organic Compost / General,Drip,0.0
Apple,Clay Loam,56,18,101,6.9,23,71,64,36,Urea,Drip,0.0
Mothbeans,Sandy,0,31,11,8.0,36,49,48,4,Organic Compost / General,Drip,0.0
Orange,Black,95,23,94,8.0,36,41,71,247,SSP,Drip,0.0
Mungbean,Sandy Loam,19,66,56,7.5,37,30,61,152,Organic Compost / General,Sprinkler,0.0
Watermelon,Sandy,54,58,87,6.9,29,73,66,203,Organic Compost / General,Drip,0.0
Apple,Clay Loam,72,44,104,7.2,37,63,21,16,Organic Compost / General,Drip,58.5
Blackgram,Loamy,18,56,0,6.3,20,61,86,60,Organic Compost / General,Furrow,0.0
Cotton,Black,113,43,79,6.8,23,43,78,199,Organic Compost / General,Drip,0.0
Watermelon,Sandy,33,25,98,6.6,26,45,30,91,Urea,Drip,0.0
Mothbeans,Sandy,0,48,0,6.4,27,48,24,133,Organic Compost / General,Drip,0.0
Blackgram,Loamy,11,23,9,6.5,16,75,20,122,SSP,Furrow,0.0
Apple,Clay Loam,102,45,125,5.1,18,48,88,90,Organic Compost / General,Drip,0.0
Mango,Loamy,102,27,96,6.4,17,31,41,87,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,7,36,0,6.7,31,65,65,92,MOP,Sprinkler,0.0
Grapes,Sandy Loam,29,61,182,6.8,24,51,41,222,Urea,Drip,0.0
Muskmelon,Sandy Loam,98,42,86,6.3,33,84,59,201,Organic Compost / General,Drip,0.0
Papaya,Loamy,76,65,51,5.7,16,73,35,169,Organic Compost / General,Drip,0.0
Chickpea,Loamy,6,11,57,5.7,23,38,77,216,DAP,Sprinkler,0.0
Watermelon,Sandy,46,46,118,7.3,33,44,34,115,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,3,50,27,7.2,24,43,29,185,Organic Compost / General,Drip,0.0
Apple,Clay Loam,95,50,96,7.0,32,61,69,117,Organic Compost / General,Drip,0.0
Coffee,Red,30,28,64,6.5,19,37,71,47,Urea,Sprinkler,0.0
Apple,Clay Loam,85,26,127,7.1,34,61,75,9,SSP,Drip,0.0
Mungbean,Sandy Loam,0,49,58,6.7,38,62,65,73,Organic Compost / General,Sprinkler,0.0
Muskmelon,Sandy Loam,89,41,64,6.8,27,64,57,87,Organic Compost / General,Drip,0.0
Chickpea,Loamy,0,69,21,6.7,31,87,51,207,Organic Compost / General,Sprinkler,0.0
Chickpea,Loamy,0,50,9,5.6,37,39,65,238,MOP,Sprinkler,0.0
Coconut,Red,78,28,112,5.5,25,69,39,231,NPK 10-26-26,Basin,0.0
Papaya,Loamy,81,74,70,6.3,33,54,94,67,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,0,28,17,8.0,26,49,70,174,Organic Compost / General,Drip,0.0
Jute,Clay,58,48,22,5.5,24,63,40,163,Organic Compost / General,Flood,0.0
Watermelon,Sandy,85,21,107,5.8,32,57,76,43,SSP,Drip,0.0
Chickpea,Loamy,0,63,22,6.5,22,51,50,121,Organic Compost / General,Sprinkler,0.0
Orange,Black,64,59,68,7.0,20,62,90,83,MOP,Drip,0.0
Kidneybeans,Sandy Loam,12,28,65,5.5,38,60,95,44,SSP,Sprinkler,0.0
Coffee,Red,70,57,29,6.0,35,56,82,21,MOP,Sprinkler,0.0
Mungbean,Sandy Loam,0,53,9,7.1,21,38,34,221,MOP,Sprinkler,0.0
Grapes,Sandy Loam,37,40,133,7.7,21,52,23,154,Urea,Drip,0.0
Cotton,Black,92,35,78,6.1,36,38,29,11,Organic Compost / General,Drip,31.5
Kidneybeans,Sandy Loam,0,15,35,6.7,17,60,66,82,DAP,Sprinkler,0.0
Coconut,Red,100,45,145,7.5,22,37,68,160,Organic Compost / General,Basin,0.0
Jute,Clay,14,45,35,6.3,24,79,78,147,Urea,Flood,0.0
Jute,Clay,61,18,1,6.1,27,83,21,157,MOP,Flood,0.0
Coffee,Red,77,38,81,6.5,30,36,62,242,Organic Compost / General,Sprinkler,0.0
Maize,Sandy Loam,96,63,23,7.0,33,87,92,57,Organic Compost / General,Furrow,0.0
Mango,Loamy,53,17,82,6.9,36,33,78,74,Urea,Drip,0.0
Muskmelon,Sandy Loam,64,34,109,7.1,29,62,87,30,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,0,24,0,8.2,19,55,41,16,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,12,33,15,5.8,17,83,30,189,Organic Compost / General,Sprinkler,0.0
Rice,Clay,86,39,48,6.1,33,50,27,45,Organic Compost / General,Flood,51.0
Papaya,Loamy,87,67,57,6.0,33,37,64,125,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,101,39,94,6.7,22,47,52,216,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,0,65,46,7.3,22,90,39,107,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,0,14,17,6.1,36,72,32,156,DAP,Sprinkler,0.0
Coconut,Red,124,48,124,7.0,33,44,37,208,Organic Compost / General,Basin,0.0
Cotton,Black,97,13,44,7.3,17,46,85,14,DAP,Drip,0.0
Watermelon,Sandy,97,59,74,6.5,23,56,73,238,Organic Compost / General,Drip,0.0
Coffee,Red,91,24,92,6.9,22,46,57,174,Organic Compost / General,Sprinkler,0.0
Pigeonpeas,Loamy,16,52,28,7.1,18,61,36,120,Organic Compost / General,Drip,0.0
Lentil,Loamy,0,48,24,5.8,29,67,90,95,Organic Compost / General,Sprinkler,0.0
Kidneybeans,Sandy Loam,2,25,55,5.7,35,76,66,92,Ammonium Sulphate,Sprinkler,0.0
Kidneybeans,Sandy Loam,3,27,51,6.4,17,79,94,196,Ammonium Sulphate,Sprinkler,0.0
Maize,Sandy Loam,116,32,0,7.2,15,89,53,0,MOP,Furrow,10.5
Cotton,Black,92,61,11,7.8,15,43,91,162,MOP,Drip,0.0
Pigeonpeas,Loamy,0,42,8,6.5,15,75,29,55,Organic Compost / General,Drip,0.0
Coconut,Red,96,40,153,5.1,18,88,22,132,Organic Compost / General,Basin,0.0
Orange,Black,63,37,96,6.7,30,60,88,37,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,38,42,118,5.9,32,39,83,231,Urea,Drip,0.0
Banana,Clay,160,48,158,5.7,29,60,79,91,MOP,Drip,0.0
Chickpea,Loamy,37,58,37,6.1,33,48,61,136,Organic Compost / General,Sprinkler,0.0
Mothbeans,Sandy,0,39,10,7.9,37,40,90,143,Organic Compost / General,Drip,0.0
Cotton,Black,96,14,38,5.8,38,79,86,51,DAP,Drip,0.0
Maize,Sandy Loam,84,37,45,7.2,25,52,51,230,Ammonium Sulphate,Furrow,0.0
Watermelon,Sandy,17,32,88,6.4,33,68,38,195,Urea,Drip,0.0
Apple,Clay Loam,87,75,113,5.0,21,65,42,17,Organic Compost / General,Drip,27.0
Apple,Clay Loam,50,47,98,5.6,27,41,90,29,Urea,Drip,0.0
Papaya,Loamy,80,43,79,6.0,29,54,72,170,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,2,71,36,7.7,38,53,81,86,Organic Compost / General,Drip,0.0
Coffee,Red,60,55,49,5.4,15,85,20,237,MOP,Sprinkler,0.0
Mothbeans,Sandy,4,52,16,8.2,23,66,69,212,Organic Compost / General,Drip,0.0
Jute,Clay,31,0,10,5.7,35,52,82,21,NPK 10-26-26,Flood,0.0
Maize,Sandy Loam,108,38,5,5.5,20,87,54,122,MOP,Furrow,0.0
Pigeonpeas,Loamy,0,74,37,6.3,27,67,70,4,Organic Compost / General,Drip,0.0
Apple,Clay Loam,61,30,119,5.5,18,88,22,103,Organic Compost / General,Drip,0.0
Apple,Clay Loam,116,15,114,6.9,38,59,84,192,DAP,Drip,0.0
Maize,Sandy Loam,100,46,52,6.5,17,49,33,220,Organic Compost / General,Furrow,0.0
Coconut,Red,106,52,137,5.2,37,47,77,204,Organic Compost / General,Basin,0.0
Chickpea,Loamy,0,51,27,7.8,33,49,42,29,Organic Compost / General,Sprinkler,0.0
Chickpea,Loamy,0,32,68,7.9,38,83,58,38,Ammonium Sulphate,Sprinkler,0.0
Watermelon,Sandy,91,36,66,5.5,22,71,65,2,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,28,55,28,7.8,17,73,31,194,Organic Compost / General,Drip,0.0
Mango,Loamy,65,56,86,7.1,37,59,60,1,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,90,43,43,5.4,38,62,52,25,Organic Compost / General,Furrow,0.0
Maize,Sandy Loam,76,74,74,7.0,30,63,79,95,Urea,Furrow,0.0
Watermelon,Sandy,64,40,55,6.7,38,65,33,179,MOP,Drip,0.0
Cotton,Black,47,25,53,7.4,29,64,85,158,Urea,Drip,0.0
Banana,Clay,152,53,176,7.8,26,85,36,213,Organic Compost / General,Drip,0.0
Orange,Black,65,51,106,7.3,25,82,75,60,Organic Compost / General,Drip,0.0
Cotton,Black,93,47,54,6.5,37,48,73,239,Organic Compost / General,Drip,0.0
Blackgram,Loamy,0,51,6,7.7,34,43,75,70,Organic Compost / General,Furrow,0.0
Maize,Sandy Loam,84,52,36,5.6,19,72,93,147,Organic Compost / General,Furrow,0.0
Grapes,Sandy Loam,52,55,83,6.1,26,68,52,209,MOP,Drip,0.0
Mango,Loamy,98,40,86,6.6,34,75,78,135,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,61,38,148,6.2,26,43,45,239,SSP,Drip,0.0
Banana,Clay,126,69,209,5.7,29,65,27,6,Organic Compost / General,Drip,64.5
Cotton,Black,90,48,42,8.3,17,37,47,198,Organic Compost / General,Drip,0.0
Coffee,Red,107,16,67,5.6,27,43,69,32,SSP,Sprinkler,0.0
Grapes,Sandy Loam,78,66,142,6.8,26,39,61,26,Organic Compost / General,Drip,0.0
Orange,Black,52,51,90,6.2,31,49,91,158,Urea,Drip,0.0
Pomegranate,Sandy,48,40,141,6.0,38,35,50,167,Organic Compost / General,Drip,0.0
Jute,Clay,50,7,56,6.8,33,80,56,39,DAP,Flood,4.8
Jute,Clay,55,21,19,5.9,27,88,88,21,Organic Compost / General,Flood,0.0
Mango,Loamy,95,16,87,5.5,33,70,37,120,SSP,Drip,0.0
Rice,Clay,121,24,64,7.3,28,80,32,99,SSP,Flood,0.3
Jute,Clay,49,36,26,6.7,16,45,79,135,Organic Compost / General,Flood,0.0
Pigeonpeas,Loamy,0,30,0,7.8,37,73,36,223,Ammonium Sulphate,Drip,0.0
Apple,Clay Loam,110,46,112,5.4,37,38,27,85,Organic Compost / General,Drip,0.0
Apple,Clay Loam,102,58,104,5.2,15,32,81,6,Organic Compost / General,Drip,0.0
Coconut,Red,107,29,170,5.3,35,73,54,41,SSP,Basin,0.0
Mungbean,Sandy Loam,6,42,52,6.1,19,74,44,120,Organic Compost / General,Sprinkler,0.0
Apple,Clay Loam,98,43,98,5.2,22,66,49,245,Organic Compost / General,Drip,0.0
Orange,Black,67,32,110,5.8,31,85,75,55,Organic Compost / General,Drip,0.0
Mango,Loamy,93,35,47,7.5,25,84,89,173,MOP,Drip,0.0
Blackgram,Loamy,34,19,22,6.8,18,35,54,26,DAP,Furrow,0.0
Kidneybeans,Sandy Loam,0,43,44,6.0,35,30,85,87,Organic Compost / General,Sprinkler,0.0
Coffee,Red,97,41,81,5.5,33,51,46,107,Organic Compost / General,Sprinkler,0.0
Cotton,Black,75,52,79,7.1,20,63,55,201,Organic Compost / General,Drip,0.0
Blackgram,Loamy,8,31,22,6.7,17,77,88,215,Organic Compost / General,Furrow,0.0
Banana,Clay,133,91,177,5.8,26,48,71,184,Organic Compost / General,Drip,0.0
Chickpea,Loamy,12,64,19,7.5,28,55,43,247,Organic Compost / General,Sprinkler,0.0
Banana,Clay,133,37,170,7.1,29,48,20,35,DAP,Drip,47.0
Orange,Black,73,29,81,5.6,23,61,34,44,Ammonium Sulphate,Drip,0.0
Banana,Clay,132,81,184,6.9,27,32,87,221,Organic Compost / General,Drip,0.0
Rice,Clay,76,15,62,6.9,23,84,76,250,DAP,Flood,0.0
Banana,Clay,120,58,199,7.9,18,80,25,177,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,22,27,54,7.6,27,69,70,154,SSP,Sprinkler,0.0
Coconut,Red,87,37,107,5.5,26,51,35,63,MOP,Basin,0.0
Apple,Clay Loam,46,61,128,5.3,35,61,71,6,Urea,Drip,0.0
Mango,Loamy,97,28,75,5.0,31,76,23,221,Organic Compost / General,Drip,0.0
Blackgram,Loamy,22,63,14,6.1,25,31,82,177,Organic Compost / General,Furrow,0.0
Cotton,Black,95,12,47,5.7,36,84,77,155,DAP,Drip,0.0
Mungbean,Sandy Loam,0,57,14,6.4,15,42,62,197,Organic Compost / General,Sprinkler,0.0
Coffee,Red,48,58,79,6.9,32,38,34,193,Urea,Sprinkler,0.0
Pomegranate,Sandy,65,58,66,7.8,22,42,57,19,MOP,Drip,0.0
Apple,Clay Loam,63,43,138,7.1,23,61,24,37,Organic Compost / General,Drip,24.4
Apple,Clay Loam,51,55,120,5.9,31,66,45,3,Urea,Drip,22.5
Orange,Black,94,41,115,7.0,38,52,59,247,Organic Compost / General,Drip,0.0
Banana,Clay,131,60,200,5.5,18,90,94,170,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,17,54,26,7.1,21,87,38,13,Organic Compost / General,Sprinkler,3.0
Grapes,Sandy Loam,99,48,171,6.1,35,73,36,105,Organic Compost / General,Drip,0.0
Blackgram,Loamy,39,7,2,5.7,18,72,30,219,DAP,Furrow,0.0
Cotton,Black,69,12,32,6.7,27,81,80,225,NPK 10-26-26,Drip,0.0
Pigeonpeas,Loamy,3,46,38,5.9,32,88,87,246,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,0,37,63,5.8,26,43,21,19,Organic Compost / General,Sprinkler,36.0
Papaya,Loamy,84,36,88,5.5,20,66,82,91,SSP,Drip,0.0
Muskmelon,Sandy Loam,93,32,37,7.9,21,35,52,148,MOP,Drip,0.0
Maize,Sandy Loam,88,43,0,6.0,22,54,29,223,MOP,Furrow,0.0
Muskmelon,Sandy Loam,72,20,94,7.6,29,62,38,119,SSP,Drip,0.0
Watermelon,Sandy,53,68,71,6.6,32,77,51,105,Organic Compost / General,Drip,0.0
Coconut,Red,82,56,151,6.3,26,47,29,24,Organic Compost / General,Basin,34.8
Orange,Black,90,59,103,6.6,34,32,25,124,Organic Compost / General,Drip,0.0
Mothbeans,Sandy,4,25,0,7.4,18,51,69,115,Organic Compost / General,Drip,0.0
Jute,Clay,65,22,28,5.6,36,42,29,104,Organic Compost / General,Flood,0.0
Coffee,Red,89,53,84,6.0,33,81,85,26,Organic Compost / General,Sprinkler,0.0
Orange,Black,43,33,80,5.9,35,71,23,239,Urea,Drip,0.0
Orange,Black,78,27,86,7.5,19,68,20,109,Ammonium Sulphate,Drip,0.0
Orange,Black,107,44,101,7.1,20,61,45,17,Organic Compost / General,Drip,15.0
Jute,Clay,95,37,30,7.4,25,46,76,178,Organic Compost / General,Flood,0.0
Banana,Clay,99,76,183,7.8,20,73,70,174,Urea,Drip,0.0
Watermelon,Sandy,68,34,112,5.8,20,32,41,10,Organic Compost / General,Drip,13.5
Blackgram,Loamy,31,44,0,8.0,15,65,21,157,Organic Compost / General,Furrow,0.0
Maize,Sandy Loam,135,57,49,7.1,36,80,93,240,Organic Compost / General,Furrow,0.0
