crop_type,soil_moisture_%,soil_pH,nitrogen_ppm,phosphorus_ppm,potassium_ppm,temperature_C,rainfall_mm,humidity_%,sunlight_hours,row_spacing_cm,plant_spacing_cm,plant_density_per_sqm,pesticide_usage_ml,total_days,NDVI_index,yield_kg_per_ha
wheat,51.35,7.13,118.31,62.96,41.9,28.64,716.37,73.19,9.06,11.6,4.06,212.13,255.76,104,0.758,3818.24
rice,72.35,7.33,70.22,68.84,65.63,32.1,768.93,51.1,6.66,21.67,10.52,43.85,473.01,138,0.839,3998.58
rice,82.96,6.6,69.43,30.85,85.87,28.73,838.11,73.05,6.71,20.41,6.4,76.55,89.32,141,0.763,3543.86
wheat,84.88,6.29,69.27,22.58,65.8,34.68,730.83,65.8,6.62,18.8,5.8,91.78,63.87,140,0.669,4163.48
wheat,60.38,6.13,47.37,48.51,33.35,24.84,762.24,83.72,5.67,10.0,3.61,277.25,153.77,140,0.698,4458.97
cotton,72.19,6.65,58.47,57.24,96.03,24.44,447.2,65.4,5.06,60.91,27.39,5.99,482.62,97,0.571,3035.83
rice,42.31,6.47,77.1,39.75,37.18,24.17,643.38,65.38,5.53,16.63,6.48,92.79,82.06,149,0.788,4471.04
wheat,82.19,6.45,45.9,58.75,93.02,22.51,661.98,73.92,6.33,17.56,5.97,95.35,348.87,95,0.613,3608.85
soybean,44.51,7.0,101.39,31.69,98.17,26.09,1002.06,77.93,6.28,19.91,8.15,61.63,387.0,111,0.703,2266.72
wheat,68.76,6.2,96.26,76.95,88.11,34.41,926.93,73.21,9.22,10.79,4.36,212.57,247.19,147,0.517,4938.11
rice,67.26,7.05,97.04,61.62,99.31,33.39,618.97,59.52,9.45,19.0,6.79,77.56,433.48,100,0.605,4299.49
cotton,75.75,6.59,97.68,26.53,79.61,30.17,550.75,75.54,5.73,61.65,24.02,6.75,476.43,131,0.524,2700.61
soybean,67.86,7.17,62.82,43.62,40.11,29.87,429.03,65.84,6.12,24.61,9.29,43.76,42.76,126,0.558,1774.53
cotton,89.45,5.7,95.73,26.11,43.81,20.63,513.47,51.41,7.38,56.78,28.15,6.26,172.61,128,0.502,2436.1
wheat,54.92,5.92,77.97,58.67,61.02,30.25,485.23,67.97,7.18,25.91,9.46,40.8,57.17,140,0.669,3994.08
rice,69.17,7.11,53.4,57.15,90.92,21.22,457.5,53.15,6.9,10.77,4.81,192.98,92.52,99,0.585,3810.26
cotton,67.81,6.79,90.89,42.4,67.3,27.17,1046.74,76.27,5.31,59.12,21.83,7.75,445.47,111,0.8,2842.78
soybean,71.07,7.06,91.03,33.01,99.42,32.71,1116.96,59.06,8.78,23.89,11.27,37.13,272.69,123,0.607,2009.04
cotton,89.85,6.24,111.32,67.42,97.25,19.51,552.99,64.87,9.53,59.05,25.68,6.6,178.75,132,0.558,2345.04
cotton,69.13,6.36,82.74,63.9,73.58,29.55,535.58,57.45,6.25,58.82,24.26,7.01,381.76,120,0.591,2925.81
soybean,71.67,7.45,114.94,33.91,91.59,23.52,860.86,64.27,9.91,32.78,10.48,29.1,272.14,107,0.778,2246.14
soybean,41.42,6.27,62.67,31.83,83.26,32.51,589.96,60.91,8.77,32.85,16.05,18.96,299.27,142,0.597,1968.3
maize,54.98,6.54,41.9,34.59,34.24,21.85,544.65,75.42,6.22,60.41,21.87,7.57,17.36,119,0.632,7242.46
wheat,59.47,7.19,94.96,57.4,47.8,22.74,757.63,56.57,8.42,10.02,3.21,310.37,194.37,146,0.693,4538.78
wheat,74.41,5.87,112.62,36.69,56.77,31.94,691.21,75.07,9.29,18.13,7.5,73.53,345.79,96,0.698,4212.9
cotton,57.83,6.52,76.44,66.37,66.53,31.71,922.29,67.09,7.89,65.37,30.53,5.01,423.92,93,0.872,2217.55
maize,70.32,6.25,49.57,69.5,85.71,19.5,760.63,78.55,8.12,59.01,23.41,7.24,118.71,137,0.769,6215.63
wheat,82.8,7.48,56.04,57.78,46.42,26.47,581.01,83.43,5.15,16.57,6.75,89.43,63.35,128,0.8,4173.53
cotton,83.96,6.73,61.25,59.92,96.0,32.49,1050.34,80.24,6.14,65.24,26.5,5.78,90.17,92,0.712,2433.41
soybean,67.58,6.12,80.14,34.05,65.89,34.53,1172.17,60.87,5.11,23.14,7.7,56.11,406.5,114,0.879,2041.82
maize,61.01,6.24,92.37,42.43,51.89,29.02,1164.7,77.97,6.81,52.07,19.53,9.83,341.4,103,0.568,5898.24
maize,59.04,6.37,112.4,64.58,37.17,24.89,653.96,75.75,6.52,57.87,28.35,6.09,466.41,90,0.798,7665.06
soybean,81.99,6.17,85.22,49.88,73.37,27.78,431.08,53.7,6.17,34.35,11.58,25.14,394.14,148,0.869,1966.86
wheat,41.77,6.12,42.42,76.34,67.21,20.13,1166.18,82.88,5.93,23.18,10.51,41.06,290.06,100,0.855,4340.37
cotton,40.29,6.98,119.37,71.78,71.12,21.08,446.74,61.97,6.25,61.76,19.73,8.21,217.6,131,0.7,2910.57
soybean,72.27,6.52,108.29,32.63,55.41,28.32,466.92,63.19,9.57,32.59,15.89,19.31,224.25,134,0.82,1853.77
maize,76.91,6.36,118.48,29.12,49.92,21.3,1103.14,63.49,7.55,47.1,18.39,11.55,478.5,120,0.633,6257.61
maize,88.22,6.86,115.26,45.65,58.48,32.02,1024.39,71.63,6.23,60.09,20.89,7.97,129.29,121,0.886,6887.83
rice,65.56,7.23,88.82,37.45,52.34,23.92,810.42,50.3,6.13,18.09,6.03,91.72,292.24,148,0.887,4351.47
maize,78.05,5.78,102.52,26.72,70.76,24.69,872.36,59.15,7.8,56.56,21.02,8.41,171.93,140,0.627,6012.26
maize,64.29,7.45,49.43,42.36,87.05,22.67,745.33,74.64,7.37,60.39,21.39,7.74,93.16,98,0.741,7978.38
cotton,84.93,7.0,51.98,48.24,62.69,32.7,674.03,81.43,6.42,59.8,24.05,6.95,150.37,104,0.549,2318.22
maize,54.69,5.64,105.06,22.9,41.92,29.92,737.15,84.47,6.3,58.47,27.98,6.11,276.05,125,0.679,6691.54
rice,44.36,6.45,79.52,51.05,77.13,30.08,711.36,52.04,6.32,17.02,6.42,91.52,414.44,121,0.833,3484.42
wheat,57.2,5.89,105.6,50.67,43.87,25.32,1145.7,78.41,8.15,16.27,5.35,114.93,340.11,98,0.778,4249.83
wheat,48.78,6.49,65.37,29.16,41.86,22.69,1083.66,75.11,5.49,10.0,3.95,253.25,163.2,136,0.797,4170.29
maize,72.96,5.57,113.01,58.62,99.42,20.22,570.82,77.32,6.27,59.86,25.07,6.66,466.03,97,0.819,7429.74
rice,84.07,6.46,40.5,58.14,45.15,29.92,1149.7,74.42,8.36,13.81,5.04,143.59,241.83,143,0.856,4420.26
maize,55.78,5.94,49.55,64.43,47.04,31.42,1068.95,50.98,9.8,58.61,18.2,9.37,12.84,109,0.574,8336.81
soybean,44.06,6.53,40.32,68.34,85.42,29.68,885.1,76.56,5.83,28.32,12.05,29.32,467.21,118,0.567,1869.62
soybean,60.76,6.86,92.43,37.37,49.13,22.81,563.89,80.62,5.03,29.23,12.89,26.54,300.8,125,0.508,2286.46
cotton,52.52,6.48,95.35,29.85,38.93,28.55,550.23,79.11,7.63,58.08,25.42,6.77,426.39,100,0.705,2694.17
maize,47.71,6.7,51.87,53.54,64.48,24.35,660.2,63.95,7.39,59.98,27.92,5.97,67.13,123,0.661,7205.57
soybean,43.07,5.7,87.36,43.81,67.9,29.11,796.72,72.06,7.44,26.86,9.25,40.24,376.96,107,0.669,2179.05
maize,51.75,5.95,50.33,36.88,45.81,23.82,1071.61,51.17,6.46,53.33,16.65,11.26,35.82,96,0.574,5675.68
maize,80.79,7.22,98.74,76.34,30.02,26.19,1138.4,72.74,6.29,62.88,24.09,6.6,209.66,140,0.742,6521.11
maize,79.36,7.26,111.57,51.31,72.08,18.42,639.87,75.6,9.05,58.76,19.54,8.71,302.53,101,0.552,6060.52
soybean,80.22,5.64,104.84,66.69,94.86,32.34,1104.52,84.48,7.01,22.02,6.99,64.97,248.15,91,0.635,2259.12
rice,54.96,6.74,108.45,61.37,78.17,28.4,1165.23,67.83,5.87,28.93,10.03,34.46,275.9,91,0.692,4322.69
soybean,52.97,7.12,92.63,39.38,42.78,31.35,583.26,67.59,8.47,23.08,8.22,52.69,35.11,145,0.834,2007.46
cotton,59.94,7.24,112.03,25.82,72.9,34.32,898.24,58.17,7.56,60.5,26.2,6.31,65.81,136,0.598,2532.18
rice,40.88,6.36,57.48,59.96,96.13,26.21,432.88,56.09,8.23,28.15,9.93,35.79,300.84,97,0.703,4356.57
rice,66.24,6.23,114.63,33.05,88.95,19.85,619.93,56.47,5.95,20.44,6.92,70.65,197.67,141,0.869,4135.23
soybean,59.58,5.73,59.72,76.69,52.53,20.37,425.71,58.25,5.23,33.08,14.94,20.24,254.61,112,0.763,2131.15
rice,65.76,7.45,99.45,70.38,30.92,30.28,1138.66,78.74,8.8,19.3,7.56,68.5,462.79,131,0.851,4223.01
wheat,62.52,6.37,102.39,60.26,33.63,28.93,709.6,77.56,8.99,14.33,5.74,121.67,487.46,120,0.825,4349.04
cotton,41.07,7.48,64.8,21.76,76.69,28.44,1087.47,60.0,5.16,60.84,28.7,5.73,208.99,96,0.729,3011.48
maize,82.92,7.46,59.0,57.43,46.13,26.14,964.49,62.51,5.93,56.72,20.43,8.63,346.68,139,0.649,5790.96
maize,80.6,6.14,49.87,63.27,39.26,31.3,1118.55,78.78,6.3,58.33,20.95,8.19,142.11,126,0.871,7569.28
cotton,54.42,6.19,86.28,24.17,48.7,29.78,461.45,71.08,6.98,61.97,28.05,5.75,74.63,139,0.749,2928.34
maize,62.04,6.8,100.29,31.44,45.32,27.32,1018.65,56.62,7.64,55.5,16.77,10.74,172.62,112,0.748,6445.27
wheat,60.45,6.91,119.84,53.6,48.34,25.71,716.12,69.49,8.39,19.49,8.81,58.2,156.97,135,0.7,3735.79
rice,87.86,6.08,91.14,78.9,55.59,23.3,994.56,66.74,5.46,16.83,7.6,78.2,384.41,126,0.857,4467.59
maize,40.85,6.3,46.54,27.8,55.96,22.92,459.87,70.85,8.75,48.31,21.13,9.79,49.18,115,0.805,7432.92
wheat,74.15,6.64,87.65,48.94,67.02,34.64,425.84,59.94,7.82,12.48,3.82,209.89,10.63,125,0.674,4076.13
maize,62.68,5.9,60.61,63.95,96.35,29.63,812.22,71.21,5.03,66.18,25.7,5.88,415.71,124,0.695,6770.47
wheat,59.89,6.4,67.91,30.11,79.73,28.72,1062.52,77.91,6.85,19.85,6.87,73.31,131.99,102,0.547,4644.49
cotton,51.14,6.42,76.06,31.13,83.9,34.89,821.09,82.48,7.61,68.34,25.86,5.66,357.83,119,0.714,2749.95
soybean,61.03,7.3,86.96,43.62,79.36,28.97,695.18,71.49,8.94,28.14,11.52,30.85,195.15,138,0.673,1909.85
wheat,74.53,7.42,53.66,73.38,74.06,32.89,692.45,55.96,9.28,11.28,4.48,197.74,286.16,107,0.679,3821.24
wheat,76.6,6.79,40.2,44.19,39.17,29.55,1180.34,54.91,9.25,13.19,6.4,118.55,35.12,132,0.818,3752.05
rice,88.32,6.6,100.58,65.12,97.59,20.98,603.39,58.5,6.93,29.18,11.35,30.19,383.07,97,0.635,3486.69
cotton,48.29,7.05,102.29,67.73,30.73,21.48,926.84,74.53,8.47,57.81,19.54,8.85,180.32,97,0.629,2529.3
maize,57.64,5.58,117.35,67.71,49.87,25.43,831.33,55.52,8.02,52.13,15.69,12.23,202.45,123,0.626,6756.01
soybean,57.98,5.53,81.07,23.76,46.9,32.13,476.61,82.65,9.38,27.76,9.38,38.41,60.44,100,0.677,2016.48
wheat,59.8,7.42,111.49,75.03,67.88,25.55,1094.54,70.54,5.41,14.84,5.48,122.91,246.16,127,0.606,4395.47
maize,66.59,7.15,77.82,60.67,57.76,23.74,805.88,80.07,8.24,63.49,28.78,5.47,358.74,105,0.842,7311.7
soybean,66.69,7.0,44.43,55.13,40.41,23.6,983.95,55.9,6.9,32.48,11.47,26.83,336.93,147,0.568,2154.7
soybean,68.82,7.47,50.5,75.54,41.87,27.41,593.07,72.19,7.48,25.34,8.65,45.61,236.95,95,0.715,2346.84
rice,43.85,5.55,87.37,68.98,61.64,19.06,1138.71,59.66,6.04,18.27,8.24,66.44,433.77,141,0.759,4095.34
wheat,40.39,5.95,98.51,64.88,35.9,22.36,667.78,59.3,5.14,12.64,5.86,134.9,290.81,145,0.727,4910.05
cotton,51.66,5.62,75.22,22.19,41.29,20.92,560.23,58.77,7.28,60.79,26.51,6.2,35.36,101,0.898,2331.18
soybean,41.52,6.75,99.49,34.61,79.23,22.54,963.88,59.8,5.36,38.67,17.31,14.94,355.66,120,0.71,2151.39
maize,45.69,6.16,89.28,75.57,38.9,26.22,779.83,53.2,5.34,64.7,23.54,6.57,271.13,118,0.807,7363.96
soybean,73.3,7.09,95.36,57.71,47.6,24.08,712.21,54.49,6.56,32.6,13.87,22.12,446.53,128,0.649,1955.2
maize,87.85,6.29,89.83,50.8,42.07,23.61,949.85,50.92,8.56,62.24,25.61,6.27,396.71,146,0.595,7527.64
maize,65.77,6.51,110.71,56.97,56.85,31.41,699.05,57.36,6.68,62.34,21.69,7.4,472.25,136,0.854,6562.4
cotton,43.77,6.66,73.85,40.0,44.28,34.93,687.75,83.81,5.07,56.89,25.36,6.93,310.14,149,0.618,2821.78
soybean,50.46,6.47,67.02,67.94,52.91,31.96,1151.56,84.67,8.84,30.6,14.48,22.57,16.3,135,0.797,2077.36
maize,79.58,5.71,94.04,79.69,66.71,21.48,469.92,82.13,5.72,61.03,25.17,6.51,478.23,96,0.554,8091.57
cotton,87.6,7.45,59.06,58.5,89.9,21.38,893.49,78.01,7.33,64.05,26.48,5.9,369.76,90,0.801,2597.47
maize,57.98,7.14,44.37,38.28,69.92,34.92,861.93,63.66,5.16,65.48,26.01,5.87,273.35,91,0.765,6138.87
wheat,54.68,6.35,76.53,27.73,75.3,29.39,1180.41,79.8,6.85,10.0,3.56,280.76,72.4,114,0.675,4594.32
soybean,85.11,7.4,71.04,53.69,98.78,21.17,696.86,54.51,9.62,26.11,8.98,42.66,240.54,148,0.716,2131.24
soybean,57.03,5.67,79.57,25.81,41.64,21.25,1127.42,59.07,7.47,32.59,15.58,19.69,103.51,120,0.582,2226.61
maize,42.03,7.07,93.53,68.89,43.43,23.42,539.01,52.17,9.63,55.9,23.83,7.51,151.81,102,0.53,7122.84
maize,66.43,6.38,116.48,47.43,88.52,18.9,856.5,71.16,7.83,58.58,28.62,5.96,54.11,127,0.798,6884.54
cotton,86.75,7.23,49.8,64.04,92.96,33.17,419.53,59.52,6.58,68.61,24.51,5.95,460.73,140,0.567,2735.66
wheat,52.37,6.98,96.63,47.84,55.37,26.76,842.54,58.08,8.05,14.63,5.84,117.01,478.32,119,0.58,3666.77
wheat,49.62,6.06,111.42,36.5,37.51,20.52,476.5,80.52,8.31,10.94,5.46,167.53,191.98,123,0.622,4976.09
soybean,75.26,6.12,60.89,40.66,77.17,21.79,1007.77,71.47,7.52,33.92,11.88,24.82,47.75,98,0.858,2241.57
wheat,43.93,6.65,60.48,76.37,71.79,19.04,578.54,67.53,9.09,10.0,4.7,212.61,6.16,116,0.652,3933.98
cotton,81.57,6.87,52.08,29.22,52.13,33.98,906.7,66.28,9.86,61.82,21.07,7.68,96.36,146,0.78,2156.72
soybean,68.61,6.22,70.51,72.53,65.25,24.05,602.33,66.3,8.33,26.24,11.31,33.69,204.58,105,0.707,2241.99
maize,83.22,6.47,46.46,76.8,75.21,19.03,447.26,56.26,8.34,54.31,21.72,8.48,48.09,136,0.545,7183.73
wheat,45.43,7.32,64.94,63.54,94.19,23.03,977.81,50.46,7.34,14.92,4.8,139.69,330.58,113,0.567,4791.85
rice,70.69,5.81,66.19,64.91,84.24,18.21,691.12,52.25,5.04,15.73,6.14,103.51,496.43,141,0.674,3881.8
soybean,42.03,7.44,47.72,58.53,71.51,18.44,653.21,62.04,6.07,20.47,7.44,65.68,477.97,148,0.864,1926.12
cotton,47.81,6.25,89.87,49.75,84.51,34.9,988.02,77.83,9.42,55.96,19.5,9.16,158.91,124,0.876,2507.74
wheat,47.98,6.63,112.18,44.93,32.23,31.77,749.59,63.91,5.11,17.69,6.31,89.57,197.79,106,0.75,4709.97
soybean,64.42,6.46,70.67,79.62,93.48,30.77,806.53,78.17,6.52,33.0,12.25,24.74,333.08,120,0.621,2272.19
soybean,76.12,6.93,83.47,75.18,40.59,24.89,725.03,72.01,7.66,30.53,12.45,26.32,28.72,115,0.694,2356.87
rice,63.65,5.99,107.81,46.0,41.47,33.08,583.2,57.71,9.94,15.17,5.57,118.28,485.68,126,0.705,3956.21
rice,69.15,6.23,108.54,74.11,88.34,29.35,496.11,57.32,8.29,19.91,8.22,61.09,262.89,126,0.77,3616.41
soybean,81.16,7.12,89.13,25.22,49.42,33.01,497.64,63.72,7.32,30.15,12.66,26.19,337.72,119,0.875,2143.4
maize,84.12,6.98,103.36,50.28,64.88,24.57,528.35,60.13,5.48,70.57,21.6,6.56,55.78,118,0.529,5838.69
wheat,80.26,6.31,69.28,64.52,87.26,21.94,704.87,67.03,5.62,18.48,8.4,64.44,464.54,147,0.672,4781.44
maize,69.58,6.5,47.9,24.89,48.16,33.15,811.92,69.36,7.36,59.39,25.08,6.71,418.78,130,0.659,7668.59
cotton,67.83,6.33,117.83,38.72,59.61,24.7,441.99,75.47,5.88,57.26,21.14,8.26,445.79,128,0.706,2644.64
maize,81.4,6.54,96.8,33.88,76.57,29.28,541.1,69.95,7.41,51.1,22.75,8.6,12.37,92,0.557,8064.11
soybean,49.14,5.91,73.85,60.73,80.67,20.54,564.38,59.97,6.39,30.05,12.61,26.38,146.83,103,0.528,1902.06
cotton,58.49,5.51,106.85,59.71,93.65,18.05,844.9,63.21,9.77,59.98,18.3,9.11,253.21,102,0.615,2861.88
wheat,68.84,7.49,102.62,35.85,95.91,29.51,661.78,51.68,6.51,17.84,8.74,64.14,307.17,125,0.561,4635.2
cotton,41.48,6.4,70.99,50.59,33.74,24.07,446.88,64.11,5.91,61.36,28.41,5.74,311.73,147,0.527,2114.89
cotton,77.31,6.78,108.47,39.07,52.12,26.23,1040.52,56.83,6.78,61.09,19.94,8.21,248.13,99,0.883,2284.7
soybean,65.37,7.1,105.65,69.65,62.55,33.32,494.92,58.85,6.81,25.26,7.97,49.65,448.82,129,0.865,1950.73
cotton,67.37,6.2,105.18,48.56,66.6,25.76,901.15,69.0,8.25,58.82,24.17,7.03,466.88,106,0.834,2740.95
cotton,82.72,6.88,112.99,33.73,78.23,21.09,870.12,59.19,9.31,66.05,20.3,7.46,176.04,147,0.583,2572.33
maize,84.37,7.18,113.17,58.06,63.91,21.16,956.88,59.21,8.85,59.08,20.61,8.21,60.93,110,0.614,8099.06
wheat,76.86,6.88,111.82,27.56,86.37,34.68,458.62,75.82,8.79,20.97,6.83,69.86,42.33,114,0.86,3404.12
soybean,43.77,5.51,50.47,54.5,53.29,20.45,1065.09,53.03,8.85,35.52,12.3,22.88,127.49,145,0.812,1858.2
soybean,45.7,5.71,92.94,65.72,93.66,20.17,1199.73,63.61,6.86,27.32,13.65,26.82,181.92,95,0.806,1934.72
rice,59.42,6.97,61.26,75.1,96.79,21.96,625.88,76.56,5.4,23.99,10.64,39.19,323.49,126,0.823,4291.41
cotton,71.65,6.4,51.29,29.76,57.84,30.92,865.45,52.94,9.1,72.8,34.81,3.95,2.12,124,0.787,2390.32
rice,84.35,5.94,68.06,62.7,39.84,20.51,481.71,81.17,8.13,24.33,11.03,37.28,70.1,107,0.64,4452.36
maize,44.13,7.5,68.18,46.97,70.23,30.92,671.86,83.29,7.33,65.78,21.34,7.12,354.19,108,0.707,7670.99
wheat,74.67,7.38,47.84,46.74,75.9,29.1,994.26,53.68,8.09,10.0,4.73,211.35,442.84,95,0.845,4379.13
rice,49.09,5.95,77.71,62.42,52.3,22.6,895.77,67.18,9.39,21.38,8.95,52.28,208.54,115,0.742,4429.4
wheat,46.37,6.94,52.45,28.76,46.44,24.25,1025.41,76.66,6.81,10.0,4.32,231.46,489.06,146,0.58,4569.91
cotton,50.83,7.23,61.2,70.27,65.13,33.71,1115.65,51.89,7.84,58.06,19.69,8.75,330.19,127,0.713,2831.77
cotton,61.25,6.01,86.69,64.49,68.33,18.7,531.85,77.44,6.86,56.91,26.55,6.62,94.52,125,0.515,2884.46
wheat,46.05,6.61,99.26,27.28,34.1,22.92,799.6,61.75,6.37,10.05,3.93,252.91,441.05,131,0.66,4399.79
maize,64.52,5.66,92.31,68.24,47.97,25.3,686.37,51.63,9.39,63.37,19.26,8.2,88.58,110,0.835,6698.12
cotton,52.94,6.99,62.74,39.72,93.0,27.23,652.91,75.61,6.7,50.97,20.44,9.6,233.14,109,0.798,2376.92
cotton,50.58,6.5,65.79,50.03,97.73,24.15,619.91,84.8,7.72,58.82,28.12,6.05,443.14,145,0.55,2354.96
wheat,83.21,6.31,46.59,43.76,55.65,19.24,1063.75,76.94,7.26,10.0,4.46,224.2,364.09,138,0.825,5002.87
soybean,55.89,6.72,79.78,54.23,83.35,31.84,584.52,70.65,7.48,28.67,9.23,37.79,309.9,98,0.852,2094.51
cotton,46.91,6.78,111.11,46.64,52.88,24.03,490.89,81.46,7.03,58.43,20.9,8.19,106.4,113,0.662,2554.55
wheat,75.35,7.03,83.32,72.64,70.46,34.54,466.95,64.11,7.69,10.0,4.84,206.62,9.1,114,0.57,4554.85
maize,75.63,6.03,112.73,70.99,92.74,18.16,698.84,65.81,8.72,58.13,17.76,9.69,443.82,98,0.804,8243.71
soybean,77.02,5.6,80.47,74.59,41.34,26.06,1062.8,71.13,7.69,25.77,8.4,46.19,421.3,136,0.661,1830.84
rice,49.34,6.93,113.75,76.49,50.1,34.77,817.85,51.07,8.03,17.21,8.37,69.45,172.38,117,0.682,3597.39
wheat,73.99,7.28,99.93,69.83,94.19,21.35,625.49,73.34,6.8,10.0,4.18,239.33,255.61,92,0.882,4998.58
cotton,84.57,5.73,56.89,45.76,64.17,21.64,459.74,83.24,6.47,54.36,23.06,7.98,288.91,99,0.781,2252.33
soybean,82.15,6.33,79.28,46.11,32.02,27.84,1017.43,60.69,7.6,40.97,15.25,16.01,100.82,142,0.754,1943.76
cotton,88.16,7.27,58.5,43.93,56.82,22.03,722.01,57.33,6.9,63.03,29.31,5.41,241.09,104,0.61,2291.79
maize,66.21,7.14,81.38,43.29,56.01,24.82,450.68,58.3,9.66,63.44,30.08,5.24,268.96,128,0.669,6629.81
soybean,52.66,7.27,98.69,43.61,94.73,29.39,567.22,63.13,5.79,28.54,11.09,31.59,101.38,112,0.818,1787.74
maize,75.56,6.23,61.76,33.35,62.05,29.74,1024.0,82.77,5.05,62.53,20.5,7.8,472.31,144,0.593,6067.67
rice,53.63,7.47,103.15,38.4,75.47,25.83,797.44,74.72,7.49,23.75,9.71,43.37,389.47,106,0.507,4361.66
cotton,81.56,6.65,110.5,36.02,65.78,25.84,745.32,66.59,5.96,57.08,20.53,8.53,447.64,138,0.576,2217.27
wheat,84.41,5.74,75.98,50.34,45.39,23.45,768.84,71.82,7.16,16.08,8.01,77.62,118.09,121,0.852,5104.68
rice,79.49,7.07,106.27,44.96,79.78,21.68,461.12,57.71,6.7,24.77,10.17,39.72,10.28,125,0.619,4154.12
wheat,57.23,5.57,93.89,68.11,85.93,31.84,962.26,70.9,7.83,10.0,4.86,205.89,33.96,121,0.657,4460.07
rice,46.93,7.02,117.74,53.98,38.75,23.3,418.4,82.23,9.3,19.38,5.88,87.78,375.84,144,0.886,4145.76
cotton,87.63,6.75,55.65,48.17,90.41,20.16,560.27,82.4,6.49,57.57,18.44,9.42,187.8,149,0.517,2705.9
soybean,89.27,7.13,115.53,35.7,69.57,21.8,1047.22,60.11,5.49,19.49,9.54,53.75,256.33,109,0.599,1751.53
cotton,76.24,6.84,95.5,71.99,65.82,19.48,856.6,67.08,8.62,61.82,24.3,6.66,94.08,103,0.604,2311.98
rice,80.69,6.8,87.49,47.54,65.54,20.62,607.42,74.98,7.01,26.66,11.09,33.81,8.2,123,0.87,3636.65
maize,82.35,7.08,79.3,22.3,31.12,27.6,1169.56,61.28,7.31,65.84,28.66,5.3,403.3,117,0.543,6212.8
soybean,79.69,6.64,100.57,30.12,76.5,19.24,524.96,66.85,5.82,29.34,11.81,28.86,280.21,103,0.87,2201.64
soybean,72.03,5.61,100.78,20.14,32.7,31.43,949.59,75.85,9.85,29.0,10.77,32.03,439.91,102,0.802,2158.96
wheat,88.53,7.09,103.67,77.16,70.29,23.34,1180.07,62.15,9.48,12.6,3.86,205.69,13.77,123,0.774,4308.08
wheat,74.17,6.39,46.69,26.42,89.19,25.75,738.62,60.72,8.78,10.53,4.93,192.39,474.75,94,0.749,3977.4
wheat,71.24,5.69,78.32,78.56,32.45,18.99,723.93,69.66,8.15,21.76,7.24,63.51,462.4,118,0.742,3436.56
maize,77.18,6.62,71.91,76.13,67.5,24.25,485.6,64.5,9.87,56.29,22.46,7.91,214.41,129,0.791,6586.68
wheat,63.86,6.92,53.46,63.37,78.83,24.09,435.6,54.52,9.45,19.07,9.52,55.1,453.21,148,0.551,4167.3
soybean,79.28,5.65,100.12,48.63,43.02,18.12,843.03,75.44,6.17,24.77,10.64,37.96,307.46,115,0.555,1699.22
cotton,72.75,6.26,54.53,36.95,31.03,30.18,777.97,50.84,9.6,54.23,23.96,7.7,143.82,95,0.638,2534.01
maize,44.55,7.32,63.59,79.48,36.4,31.81,614.8,81.75,6.94,62.72,25.54,6.24,214.12,134,0.62,6392.26
maize,57.2,5.8,87.44,35.46,67.44,19.21,820.28,71.61,5.93,65.15,19.73,7.78,190.93,95,0.507,6819.96
soybean,84.43,7.4,49.17,36.61,35.69,23.24,649.15,80.29,6.93,28.65,9.75,35.78,3.13,115,0.72,2191.42
soybean,64.59,5.66,42.06,37.7,45.91,20.3,608.99,55.53,8.58,28.33,8.86,39.82,248.04,102,0.543,1803.76
rice,81.35,6.03,51.71,32.26,76.7,22.28,493.41,60.61,9.98,19.31,8.27,62.64,451.52,135,0.893,3974.09
rice,80.5,7.34,61.87,39.04,89.46,30.18,624.68,51.75,8.12,28.42,9.38,37.5,244.4,123,0.636,3911.55
rice,71.91,7.13,91.42,53.34,91.77,32.7,911.77,80.58,8.02,16.45,6.89,88.25,462.06,137,0.851,3531.07
cotton,88.13,7.16,89.45,69.14,94.77,29.0,721.43,84.97,9.99,66.44,24.15,6.23,215.3,123,0.551,2822.9
rice,61.9,5.67,42.05,77.63,63.86,18.57,522.08,74.64,7.0,17.32,6.01,96.08,285.01,101,0.875,3294.62
rice,81.59,5.88,117.11,38.92,58.22,28.68,567.16,77.43,5.31,13.56,4.34,169.9,446.03,146,0.609,4353.79
maize,55.65,6.01,52.83,36.89,79.21,21.49,991.24,50.59,9.83,64.21,27.39,5.69,119.49,95,0.666,7124.14
soybean,54.0,5.79,102.85,56.31,33.28,30.19,587.19,72.14,8.82,32.42,16.06,19.2,143.64,99,0.788,2105.11
soybean,52.91,5.84,111.75,70.99,49.15,25.31,649.65,74.24,6.29,28.56,11.1,31.55,139.3,149,0.535,2492.45
rice,40.42,6.7,97.82,45.57,33.4,28.9,441.13,64.53,7.24,15.32,7.29,89.54,403.19,90,0.839,4144.06
wheat,88.91,7.22,103.68,30.94,71.36,19.13,1170.34,71.39,9.41,11.02,4.5,201.71,191.59,91,0.663,4972.18
soybean,40.64,5.5,49.97,34.18,64.89,21.68,917.66,50.61,5.87,27.06,10.36,35.69,27.45,147,0.595,1873.65
soybean,84.5,6.79,74.03,20.59,69.88,25.31,1122.62,67.05,5.21,38.73,14.19,18.19,38.38,110,0.55,2194.83
cotton,84.77,6.01,54.51,58.28,55.15,26.58,920.23,78.95,9.48,57.16,25.36,6.9,357.84,137,0.637,2763.25
